Joseph	M	26263	1918	70
Joseph	M	24264	1919	70
Joseph	M	25591	1920	70
Joseph	M	26179	1921	70
Joseph	M	25699	1922	70
Joseph	M	25561	1923	70
Joseph	M	25428	1924	70
Joseph	M	24613	1925	70
Joseph	M	23759	1926	70
Joseph	M	23506	1927	70
Joseph	M	22311	1928	70
Joseph	M	21162	1929	70
Joseph	M	20981	1930	70
Joseph	M	19330	1931	70
Joseph	M	18563	1932	70
Joseph	M	17162	1933	70
Joseph	M	17101	1934	70
Joseph	M	17183	1935	70
Joseph	M	26493	1977	70
Joseph	M	26671	1978	70
Joseph	M	30203	1980	70
Joseph	M	30515	1984	70
Joseph	M	30212	1985	70
Joseph	M	30128	1990	70
Joseph	M	29834	1991	70
Joseph	M	23213	1999	70
Joseph	M	22831	2000	70
Joseph	M	22011	2001	70
Joseph	M	21895	2002	70
Joseph	M	21367	2003	70
Joseph	M	20125	2004	70
Joseph	M	19217	2005	70
Margaret	F	1578	1880	60
Margaret	F	1658	1881	60
Margaret	F	1821	1882	60
Margaret	F	1881	1883	60
Margaret	F	2142	1884	60
Margaret	F	2204	1885	60
Margaret	F	2275	1886	60
Margaret	F	2419	1887	60
Margaret	F	2904	1888	60
Margaret	F	2917	1889	60
Margaret	F	3100	1890	60
Margaret	F	3065	1891	60
Margaret	F	3435	1892	60
Margaret	F	3565	1893	60
Margaret	F	3700	1894	60
Margaret	F	3931	1895	60
Margaret	F	4050	1896	60
Margaret	F	4146	1897	60
Margaret	F	4696	1898	60
Margaret	F	4249	1899	60
Margaret	F	5304	1900	60
Margaret	F	4424	1901	60
Margaret	F	5011	1902	60
Margaret	F	5046	1903	60
Margaret	F	5302	1904	60
Margaret	F	5690	1905	60
Margaret	F	6096	1906	60
Margaret	F	6713	1907	60
Margaret	F	6976	1908	60
Margaret	F	7359	1909	60
Margaret	F	8226	1910	60
Margaret	F	9279	1911	60
Margaret	F	12536	1912	60
Margaret	F	14486	1913	60
Margaret	F	17763	1914	60
Margaret	F	23054	1915	60
Margaret	F	24953	1916	60
Margaret	F	25560	1917	60
Margaret	F	27139	1918	60
Margaret	F	26237	1919	60
Margaret	F	27996	1920	60
Margaret	F	28467	1921	60
